IncidentKey,IncidentId,CreatedAtUTC,AcknowledgedAtUTC,TriagedAtUTC,ContainedAtUTC,ResolvedAtUTC,ClosedAtUTC,CreatedDateKey,CreatedTimeKey,SourceProductKey,AssetKey,DetectionRuleKey,SeverityKey,StatusKey,AnalystKey,ClassificationKey,SLAKey,AlertKey,IncidentCount,RiskScore,AcknowledgementMinutes,TriageMinutes,ContainmentMinutes,ResolutionMinutes,RecoveryMinutes,IsEscalated,IsReopened,IsFalsePositive,SLAOverallMet,DataClassification
80,INC-00000080,2026-06-01T14:41:01Z,2026-06-01T15:18:01Z,2026-06-01T15:35:01Z,2026-06-01T16:03:01Z,2026-06-01T22:04:01Z,2026-06-02T05:29:01Z,20260601,1440,7,44,34,2,5,1,4,2,11414,1,47.1,37.0,54.0,82.0,443.0,445.0,False,False,False,True,SYNTHETIC_DEMO_DATA
81,INC-00000081,2025-12-01T10:36:29Z,2025-12-01T10:54:29Z,2025-12-01T10:57:29Z,2025-12-01T11:21:29Z,2025-12-01T17:29:29Z,2025-12-01T22:33:29Z,20251201,1035,2,124,10,1,5,11,3,1,3034,1,41.4,18.0,21.0,45.0,413.0,304.0,False,False,True,True,SYNTHETIC_DEMO_DATA
82,INC-00000082,2025-11-27T17:21:18Z,2025-11-27T17:28:18Z,2025-11-27T17:42:18Z,2025-11-27T18:28:18Z,2025-11-27T20:46:18Z,2025-11-28T02:54:18Z,20251127,1720,1,152,34,3,5,6,1,3,7931,1,65.7,7.0,21.0,67.0,205.0,368.0,False,False,False,True,SYNTHETIC_DEMO_DATA
83,INC-00000083,2026-05-12T10:24:42Z,2026-05-12T10:28:42Z,2026-05-12T10:46:42Z,2026-05-12T13:47:42Z,2026-05-12T16:51:42Z,2026-05-12T19:32:42Z,20260512,1020,7,74,12,1,5,15,4,1,11126,1,35.0,4.0,22.0,203.0,387.0,161.0,False,False,False,True,SYNTHETIC_DEMO_DATA
84,INC-00000084,2025-09-04T22:47:27Z,2025-09-04T23:11:27Z,2025-09-04T23:37:27Z,2025-09-05T01:11:27Z,2025-09-05T03:56:27Z,2025-09-05T04:27:27Z,20250904,2245,5,203,41,1,5,8,1,1,14919,1,51.6,24.0,50.0,144.0,309.0,31.0,False,False,False,True,SYNTHETIC_DEMO_DATA
85,INC-00000085,2026-07-26T21:37:53Z,2026-07-26T21:55:53Z,2026-07-26T22:04:53Z,,,,20260726,2135,1,64,3,2,2,2,0,2,9496,1,59.8,18.0,27.0,,,,False,False,False,False,SYNTHETIC_DEMO_DATA
86,INC-00000086,2025-08-03T11:22:37Z,2025-08-03T11:29:37Z,2025-08-03T12:03:37Z,2025-08-03T16:51:37Z,2025-08-04T02:44:37Z,2025-08-04T03:28:37Z,20250803,1120,3,29,10,2,5,13,1,2,1828,1,53.5,7.0,41.0,329.0,922.0,44.0,False,False,False,True,SYNTHETIC_DEMO_DATA
87,INC-00000087,2026-03-10T17:48:54Z,2026-03-10T17:53:54Z,2026-03-10T18:07:54Z,2026-03-10T19:28:54Z,2026-03-11T12:06:54Z,2026-03-11T22:40:54Z,20260310,1745,7,175,12,1,5,5,1,1,9568,1,31.7,5.0,19.0,100.0,1098.0,634.0,False,False,False,True,SYNTHETIC_DEMO_DATA
88,INC-00000088,2025-05-23T17:24:50Z,2025-05-23T18:31:50Z,2025-05-23T18:50:50Z,2025-05-23T22:16:50Z,2025-05-24T05:27:50Z,2025-05-24T06:27:50Z,20250523,1720,6,221,35,1,5,16,1,1,15295,1,66.4,67.0,86.0,292.0,723.0,60.0,True,False,False,True,SYNTHETIC_DEMO_DATA
89,INC-00000089,2026-02-21T15:50:34Z,2026-02-21T16:48:34Z,2026-02-21T17:06:34Z,2026-02-21T18:23:34Z,2026-02-21T19:20:34Z,2026-02-22T04:23:34Z,20260221,1550,6,231,9,1,5,9,1,1,905,1,47.9,58.0,76.0,153.0,210.0,543.0,False,False,False,True,SYNTHETIC_DEMO_DATA
90,INC-00000090,2026-05-13T18:14:40Z,2026-05-13T18:49:40Z,2026-05-13T18:53:40Z,2026-05-13T19:31:40Z,,,20260513,1810,1,219,12,1,3,2,0,1,7451,1,40.7,35.0,39.0,77.0,,,False,False,False,False,SYNTHETIC_DEMO_DATA
91,INC-00000091,2026-04-24T06:28:58Z,2026-04-24T06:43:58Z,2026-04-24T07:07:58Z,2026-04-24T07:45:58Z,2026-04-24T09:04:58Z,2026-04-24T14:25:58Z,20260424,625,7,32,30,4,5,16,3,4,7961,1,100,15.0,39.0,77.0,156.0,321.0,True,False,True,True,SYNTHETIC_DEMO_DATA
92,INC-00000092,2025-04-17T10:27:31Z,2025-04-17T11:04:31Z,2025-04-17T11:24:31Z,2025-04-17T11:58:31Z,2025-04-17T13:01:31Z,2025-04-17T22:57:31Z,20250417,1025,6,235,29,1,5,6,1,1,17402,1,39.6,37.0,57.0,91.0,154.0,596.0,False,False,False,True,SYNTHETIC_DEMO_DATA
93,INC-00000093,2026-05-01T16:34:47Z,2026-05-01T17:30:47Z,2026-05-01T18:04:47Z,2026-05-01T20:24:47Z,2026-05-02T01:13:47Z,2026-05-02T09:08:47Z,20260501,1630,2,138,42,1,5,17,1,1,17812,1,36.1,56.0,90.0,230.0,519.0,475.0,False,False,False,True,SYNTHETIC_DEMO_DATA
94,INC-00000094,2025-09-15T08:59:04Z,2025-09-15T09:16:04Z,2025-09-15T09:34:04Z,2025-09-15T11:19:04Z,2025-09-15T15:13:04Z,2025-09-15T18:02:04Z,20250915,855,1,202,44,2,5,11,3,2,7669,1,47.8,17.0,35.0,140.0,374.0,169.0,False,False,True,True,SYNTHETIC_DEMO_DATA
95,INC-00000095,2025-03-27T20:07:14Z,2025-03-27T20:14:14Z,2025-03-27T20:49:14Z,2025-03-27T21:48:14Z,2025-03-27T23:20:14Z,2025-03-28T02:18:14Z,20250327,2005,1,114,23,4,5,6,3,4,9637,1,97.4,7.0,42.0,101.0,193.0,178.0,True,False,True,True,SYNTHETIC_DEMO_DATA
96,INC-00000096,2025-12-19T15:02:53Z,2025-12-19T15:09:53Z,2025-12-19T15:24:53Z,2025-12-19T17:40:53Z,2025-12-19T19:20:53Z,2025-12-20T04:12:53Z,20251219,1500,7,133,18,3,5,16,1,3,7758,1,69.0,7.0,22.0,158.0,258.0,532.0,False,False,False,True,SYNTHETIC_DEMO_DATA
97,INC-00000097,2025-02-08T07:57:56Z,2025-02-08T08:25:56Z,2025-02-08T08:34:56Z,2025-02-08T13:42:56Z,2025-02-08T16:59:56Z,2025-02-09T03:28:56Z,20250208,755,2,190,10,1,5,7,1,1,2952,1,41.6,28.0,37.0,345.0,542.0,629.0,False,False,False,True,SYNTHETIC_DEMO_DATA
98,INC-00000098,2025-05-18T18:01:15Z,2025-05-18T18:47:15Z,2025-05-18T19:16:15Z,2025-05-18T22:24:15Z,2025-05-19T00:23:15Z,2025-05-19T01:48:15Z,20250518,1800,6,134,43,3,5,2,1,3,17848,1,60.8,46.0,75.0,263.0,382.0,85.0,False,False,False,True,SYNTHETIC_DEMO_DATA
99,INC-00000099,2025-03-25T21:14:37Z,2025-03-25T21:34:37Z,2025-03-25T21:48:37Z,2025-03-25T23:07:37Z,2025-03-26T00:14:37Z,2025-03-26T02:42:37Z,20250325,2110,5,78,23,4,5,14,1,4,11208,1,100,20.0,34.0,113.0,180.0,148.0,True,False,False,True,SYNTHETIC_DEMO_DATA
100,INC-00000100,2025-10-23T13:33:37Z,2025-10-23T13:38:37Z,2025-10-23T14:15:37Z,2025-10-23T21:19:37Z,2025-10-24T02:45:37Z,2025-10-24T07:33:37Z,20251023,1330,3,102,23,1,5,4,3,1,7155,1,40.4,5.0,42.0,466.0,792.0,288.0,False,False,True,True,SYNTHETIC_DEMO_DATA
101,INC-00000101,2025-09-29T08:24:34Z,2025-09-29T08:47:34Z,2025-09-29T09:07:34Z,2025-09-29T10:12:34Z,2025-09-29T13:18:34Z,2025-09-29T21:05:34Z,20250929,820,2,26,2,2,5,16,1,2,14192,1,48.4,23.0,43.0,108.0,294.0,467.0,False,False,False,True,SYNTHETIC_DEMO_DATA
102,INC-00000102,2026-02-10T14:37:38Z,2026-02-10T14:57:38Z,2026-02-10T15:05:38Z,2026-02-10T17:00:38Z,2026-02-10T19:32:38Z,2026-02-11T04:08:38Z,20260210,1435,1,58,41,3,5,10,1,3,4891,1,61.5,20.0,28.0,143.0,295.0,516.0,False,False,False,True,SYNTHETIC_DEMO_DATA
103,INC-00000103,2026-05-29T19:01:11Z,2026-05-29T19:17:11Z,2026-05-29T19:59:11Z,2026-05-29T20:41:11Z,2026-05-29T20:58:11Z,2026-05-30T02:20:11Z,20260529,1900,4,204,42,2,5,2,1,2,16393,1,54.3,16.0,58.0,100.0,117.0,322.0,False,False,False,True,SYNTHETIC_DEMO_DATA
104,INC-00000104,2025-11-18T13:46:19Z,2025-11-18T14:10:19Z,2025-11-18T14:18:19Z,2025-11-18T14:55:19Z,2025-11-18T22:52:19Z,2025-11-18T23:56:19Z,20251118,1345,1,55,24,1,5,12,1,1,181,1,40.2,24.0,32.0,69.0,546.0,64.0,False,False,False,True,SYNTHETIC_DEMO_DATA
105,INC-00000105,2025-07-02T12:37:41Z,2025-07-02T14:16:41Z,2025-07-02T14:32:41Z,2025-07-02T15:30:41Z,2025-07-02T19:55:41Z,,20250702,1235,5,220,21,2,4,6,1,2,9790,1,45.2,99.0,115.0,173.0,438.0,,False,False,False,True,SYNTHETIC_DEMO_DATA
106,INC-00000106,2025-05-26T02:31:27Z,2025-05-26T03:45:27Z,2025-05-26T03:51:27Z,2025-05-26T12:23:27Z,2025-05-26T13:37:27Z,2025-05-26T23:05:27Z,20250526,230,5,82,8,1,5,16,3,1,601,1,43.9,74.0,80.0,592.0,666.0,568.0,False,True,True,True,SYNTHETIC_DEMO_DATA
107,INC-00000107,2026-02-18T06:34:00Z,2026-02-18T06:59:00Z,2026-02-18T07:11:00Z,2026-02-18T09:02:00Z,2026-02-18T16:46:00Z,2026-02-19T02:33:00Z,20260218,630,5,221,23,3,5,11,1,3,4857,1,76.3,25.0,37.0,148.0,612.0,587.0,False,False,False,True,SYNTHETIC_DEMO_DATA
108,INC-00000108,2025-06-17T13:17:45Z,2025-06-17T13:22:45Z,2025-06-17T13:41:45Z,2025-06-17T14:28:45Z,2025-06-18T00:25:45Z,2025-06-18T08:52:45Z,20250617,1315,3,100,35,2,5,3,1,2,6764,1,54.6,5.0,24.0,71.0,668.0,507.0,False,False,False,True,SYNTHETIC_DEMO_DATA
109,INC-00000109,2026-06-29T18:16:01Z,2026-06-29T18:40:01Z,2026-06-29T18:54:01Z,,,,20260629,1815,6,136,18,1,2,13,0,1,4988,1,42.6,24.0,38.0,,,,False,False,False,False,SYNTHETIC_DEMO_DATA
110,INC-00000110,2025-05-18T14:05:06Z,2025-05-18T14:11:06Z,2025-05-18T14:32:06Z,2025-05-18T15:34:06Z,2025-05-18T16:13:06Z,2025-05-18T20:57:06Z,20250518,1405,3,118,7,4,5,9,2,4,14946,1,96.8,6.0,27.0,89.0,128.0,284.0,True,False,True,True,SYNTHETIC_DEMO_DATA
111,INC-00000111,2026-04-21T22:23:10Z,2026-04-21T23:02:10Z,2026-04-21T23:17:10Z,2026-04-22T00:43:10Z,2026-04-22T07:31:10Z,2026-04-22T13:54:10Z,20260421,2220,1,145,36,1,5,17,1,1,17474,1,42.3,39.0,54.0,140.0,548.0,383.0,False,False,False,True,SYNTHETIC_DEMO_DATA
112,INC-00000112,2026-01-14T12:36:13Z,2026-01-14T13:06:13Z,2026-01-14T13:58:13Z,2026-01-14T14:43:13Z,2026-01-14T17:44:13Z,2026-01-15T05:41:13Z,20260114,1235,1,133,8,2,5,11,3,2,16123,1,54.4,30.0,82.0,127.0,308.0,717.0,False,False,True,True,SYNTHETIC_DEMO_DATA
113,INC-00000113,2025-12-26T04:04:43Z,2025-12-26T04:25:43Z,2025-12-26T04:41:43Z,2025-12-26T05:27:43Z,2025-12-26T06:51:43Z,2025-12-26T14:03:43Z,20251226,400,3,106,31,2,5,4,1,2,4227,1,49.8,21.0,37.0,83.0,167.0,432.0,False,False,False,True,SYNTHETIC_DEMO_DATA
114,INC-00000114,2026-01-07T09:57:29Z,2026-01-07T10:35:29Z,2026-01-07T10:58:29Z,2026-01-07T12:33:29Z,2026-01-07T14:42:29Z,2026-01-08T01:08:29Z,20260107,955,7,204,42,1,5,14,1,1,358,1,43.7,38.0,61.0,156.0,285.0,626.0,False,False,False,True,SYNTHETIC_DEMO_DATA
115,INC-00000115,2025-07-16T19:57:36Z,2025-07-16T20:11:36Z,2025-07-16T20:25:36Z,2025-07-16T21:02:36Z,2025-07-16T23:33:36Z,2025-07-17T03:41:36Z,20250716,1955,5,168,37,4,5,10,1,4,3340,1,99.1,14.0,28.0,65.0,216.0,248.0,True,False,False,True,SYNTHETIC_DEMO_DATA
116,INC-00000116,2026-01-31T16:10:55Z,2026-01-31T16:28:55Z,2026-01-31T16:32:55Z,2026-01-31T17:56:55Z,2026-01-31T20:46:55Z,,20260131,1610,6,221,45,2,4,1,1,2,11586,1,63.5,18.0,22.0,106.0,276.0,,False,False,False,True,SYNTHETIC_DEMO_DATA
117,INC-00000117,2025-09-02T14:03:05Z,2025-09-02T14:48:05Z,2025-09-02T14:51:05Z,2025-09-02T15:25:05Z,2025-09-02T22:56:05Z,,20250902,1400,7,113,5,1,4,11,1,1,16790,1,49.1,45.0,48.0,82.0,533.0,,False,False,False,True,SYNTHETIC_DEMO_DATA
118,INC-00000118,2025-08-05T19:51:55Z,2025-08-05T20:09:55Z,2025-08-05T20:29:55Z,2025-08-05T21:48:55Z,2025-08-06T02:30:55Z,2025-08-06T11:11:55Z,20250805,1950,7,63,9,2,5,5,1,2,15722,1,43.8,18.0,38.0,117.0,399.0,521.0,False,False,False,True,SYNTHETIC_DEMO_DATA
119,INC-00000119,2025-07-25T16:20:23Z,2025-07-25T16:56:23Z,2025-07-25T17:04:23Z,2025-07-25T19:49:23Z,2025-07-25T22:21:23Z,2025-07-26T06:09:23Z,20250725,1620,2,51,10,1,5,15,2,1,6499,1,46.3,36.0,44.0,209.0,361.0,468.0,False,False,True,True,SYNTHETIC_DEMO_DATA
120,INC-00000120,2025-08-24T09:01:17Z,2025-08-24T09:49:17Z,2025-08-24T10:08:17Z,2025-08-24T11:16:17Z,2025-08-24T21:51:17Z,2025-08-24T23:33:17Z,20250824,900,6,208,2,4,5,11,1,4,1622,1,100,48.0,67.0,135.0,770.0,102.0,True,False,False,False,SYNTHETIC_DEMO_DATA
121,INC-00000121,2026-06-18T13:13:43Z,2026-06-18T13:56:43Z,2026-06-18T14:46:43Z,2026-06-18T15:09:43Z,2026-06-18T16:22:43Z,,20260618,1310,7,188,15,4,4,4,2,4,17388,1,89.1,43.0,93.0,116.0,189.0,,True,False,True,False,SYNTHETIC_DEMO_DATA
122,INC-00000122,2025-08-04T17:46:52Z,2025-08-04T18:09:52Z,2025-08-04T18:22:52Z,2025-08-04T19:11:52Z,2025-08-04T22:11:52Z,2025-08-05T06:30:52Z,20250804,1745,7,143,4,1,5,12,1,1,17925,1,27.1,23.0,36.0,85.0,265.0,499.0,False,False,False,True,SYNTHETIC_DEMO_DATA
123,INC-00000123,2025-08-29T17:40:04Z,2025-08-29T17:52:04Z,2025-08-29T18:00:04Z,2025-08-29T18:14:04Z,2025-08-29T19:53:04Z,2025-08-30T03:04:04Z,20250829,1740,6,148,32,5,5,9,3,5,13030,1,100,12.0,20.0,34.0,133.0,431.0,True,False,True,True,SYNTHETIC_DEMO_DATA
124,INC-00000124,2026-04-10T15:06:07Z,2026-04-10T15:13:07Z,2026-04-10T15:36:07Z,2026-04-10T16:27:07Z,2026-04-11T04:17:07Z,2026-04-11T05:03:07Z,20260410,1505,1,28,24,1,5,16,3,1,1514,1,46.5,7.0,30.0,81.0,791.0,46.0,False,False,True,True,SYNTHETIC_DEMO_DATA
125,INC-00000125,2025-10-12T20:05:35Z,2025-10-12T20:54:35Z,2025-10-12T21:11:35Z,2025-10-13T00:50:35Z,2025-10-13T02:47:35Z,2025-10-13T11:05:35Z,20251012,2005,5,40,2,4,5,12,1,4,12913,1,85.8,49.0,66.0,285.0,402.0,498.0,True,False,False,False,SYNTHETIC_DEMO_DATA
126,INC-00000126,2025-11-18T16:42:02Z,2025-11-18T16:57:02Z,2025-11-18T17:49:02Z,2025-11-18T18:39:02Z,2025-11-18T22:48:02Z,2025-11-19T01:29:02Z,20251118,1640,1,4,29,2,5,3,3,2,1615,1,44.4,15.0,67.0,117.0,366.0,161.0,False,False,True,True,SYNTHETIC_DEMO_DATA
127,INC-00000127,2025-06-25T18:42:20Z,2025-06-25T18:47:20Z,2025-06-25T19:00:20Z,2025-06-25T19:40:20Z,,,20250625,1840,5,20,4,2,3,14,0,2,12142,1,55.8,5.0,18.0,58.0,,,False,False,False,False,SYNTHETIC_DEMO_DATA
128,INC-00000128,2026-03-02T12:21:43Z,2026-03-02T13:03:43Z,2026-03-02T13:15:43Z,2026-03-02T17:34:43Z,2026-03-02T20:17:43Z,2026-03-03T03:37:43Z,20260302,1220,3,55,18,1,5,6,3,1,12226,1,40.1,42.0,54.0,313.0,476.0,440.0,False,False,True,True,SYNTHETIC_DEMO_DATA
129,INC-00000129,2025-06-26T13:20:04Z,2025-06-26T13:27:04Z,2025-06-26T13:37:04Z,2025-06-26T14:54:04Z,2025-06-26T16:17:04Z,2025-06-27T02:15:04Z,20250626,1320,2,116,18,2,5,18,1,2,10434,1,43.5,7.0,17.0,94.0,177.0,598.0,False,False,False,True,SYNTHETIC_DEMO_DATA
130,INC-00000130,2026-06-16T20:08:14Z,2026-06-16T20:17:14Z,2026-06-16T20:23:14Z,2026-06-16T21:09:14Z,2026-06-16T23:23:14Z,2026-06-17T08:03:14Z,20260616,2005,6,235,25,4,5,13,2,4,6132,1,99.8,9.0,15.0,61.0,195.0,520.0,True,False,True,True,SYNTHETIC_DEMO_DATA
131,INC-00000131,2026-03-23T12:49:17Z,2026-03-23T13:25:17Z,2026-03-23T13:41:17Z,2026-03-23T14:34:17Z,2026-03-23T16:43:17Z,2026-03-23T21:31:17Z,20260323,1245,3,3,37,2,5,4,1,2,14448,1,48.7,36.0,52.0,105.0,234.0,288.0,False,False,False,True,SYNTHETIC_DEMO_DATA
132,INC-00000132,2026-04-12T18:32:25Z,2026-04-12T19:13:25Z,2026-04-12T19:31:25Z,2026-04-12T19:53:25Z,2026-04-13T00:29:25Z,2026-04-13T03:12:25Z,20260412,1830,1,224,37,2,5,15,1,2,14471,1,63.6,41.0,59.0,81.0,357.0,163.0,True,False,False,True,SYNTHETIC_DEMO_DATA
133,INC-00000133,2026-03-19T14:03:49Z,2026-03-19T14:16:49Z,2026-03-19T14:27:49Z,2026-03-19T15:03:49Z,2026-03-19T19:02:49Z,2026-03-20T01:33:49Z,20260319,1400,6,84,29,2,5,8,1,2,1508,1,55.1,13.0,24.0,60.0,299.0,391.0,False,False,False,True,SYNTHETIC_DEMO_DATA
134,INC-00000134,2026-02-15T11:01:32Z,2026-02-15T11:15:32Z,2026-02-15T12:23:32Z,2026-02-15T16:25:32Z,2026-02-15T17:34:32Z,2026-02-15T20:12:32Z,20260215,1100,7,108,3,2,5,1,1,2,12736,1,36.9,14.0,82.0,324.0,393.0,158.0,False,False,False,True,SYNTHETIC_DEMO_DATA
135,INC-00000135,2026-04-19T15:01:47Z,2026-04-19T15:21:47Z,2026-04-19T15:31:47Z,2026-04-19T16:43:47Z,2026-04-19T19:30:47Z,,20260419,1500,3,87,17,1,4,11,1,1,2146,1,43.0,20.0,30.0,102.0,269.0,,False,False,False,True,SYNTHETIC_DEMO_DATA
136,INC-00000136,2025-03-17T16:21:23Z,2025-03-17T16:31:23Z,2025-03-17T16:35:23Z,2025-03-17T18:11:23Z,2025-03-17T18:39:23Z,2025-03-18T01:19:23Z,20250317,1620,6,26,29,4,5,7,3,4,11655,1,91.2,10.0,14.0,110.0,138.0,400.0,True,False,True,True,SYNTHETIC_DEMO_DATA
137,INC-00000137,2026-05-08T04:46:47Z,2026-05-08T04:57:47Z,2026-05-08T06:55:47Z,2026-05-08T08:02:47Z,2026-05-08T22:22:47Z,2026-05-09T03:08:47Z,20260508,445,3,132,16,1,5,15,1,1,9859,1,47.8,11.0,129.0,196.0,1056.0,286.0,False,False,False,True,SYNTHETIC_DEMO_DATA
138,INC-00000138,2025-03-23T12:21:35Z,2025-03-23T13:08:35Z,2025-03-23T13:36:35Z,2025-03-23T14:56:35Z,2025-03-23T17:52:35Z,,20250323,1220,1,227,10,1,4,8,1,1,4901,1,39.4,47.0,75.0,155.0,331.0,,False,False,False,True,SYNTHETIC_DEMO_DATA
139,INC-00000139,2025-02-01T12:48:00Z,2025-02-01T13:11:00Z,2025-02-01T13:28:00Z,2025-02-01T14:02:00Z,2025-02-01T21:16:00Z,2025-02-02T01:24:00Z,20250201,1245,1,148,7,3,5,3,1,3,12436,1,57.6,23.0,40.0,74.0,508.0,248.0,False,False,False,True,SYNTHETIC_DEMO_DATA
140,INC-00000140,2026-03-15T07:12:46Z,2026-03-15T07:21:46Z,2026-03-15T07:36:46Z,2026-03-15T07:46:46Z,2026-03-15T10:58:46Z,2026-03-15T19:24:46Z,20260315,710,5,158,10,2,5,13,1,2,5584,1,64.4,9.0,24.0,34.0,226.0,506.0,False,False,False,True,SYNTHETIC_DEMO_DATA
141,INC-00000141,2026-05-02T13:06:51Z,2026-05-02T13:31:51Z,2026-05-02T14:04:51Z,2026-05-02T16:34:51Z,2026-05-02T17:17:51Z,2026-05-03T03:50:51Z,20260502,1305,3,10,5,2,5,6,1,2,7099,1,63.7,25.0,58.0,208.0,251.0,633.0,False,False,False,True,SYNTHETIC_DEMO_DATA
142,INC-00000142,2025-07-20T10:54:00Z,2025-07-20T11:11:00Z,2025-07-20T11:23:00Z,2025-07-20T15:51:00Z,2025-07-20T18:40:00Z,2025-07-21T01:21:00Z,20250720,1050,7,65,1,1,5,16,1,1,1098,1,38.4,17.0,29.0,297.0,466.0,401.0,False,False,False,True,SYNTHETIC_DEMO_DATA
143,INC-00000143,2025-03-09T12:09:10Z,2025-03-09T12:57:10Z,2025-03-09T13:24:10Z,2025-03-09T14:34:10Z,2025-03-09T17:32:10Z,2025-03-09T22:52:10Z,20250309,1205,4,26,36,3,5,11,3,3,1204,1,71.6,48.0,75.0,145.0,323.0,320.0,True,False,True,True,SYNTHETIC_DEMO_DATA
144,INC-00000144,2025-11-28T21:01:48Z,2025-11-28T21:54:48Z,2025-11-28T22:20:48Z,2025-11-28T23:30:48Z,2025-11-29T00:57:48Z,2025-11-29T08:18:48Z,20251128,2100,2,175,23,1,5,2,1,1,7250,1,27.5,53.0,79.0,149.0,236.0,441.0,False,False,False,True,SYNTHETIC_DEMO_DATA
145,INC-00000145,2025-07-17T23:52:57Z,2025-07-18T00:31:57Z,2025-07-18T00:39:57Z,2025-07-18T01:49:57Z,,,20250717,2350,4,94,42,3,3,15,0,3,11066,1,59.7,39.0,47.0,117.0,,,False,False,False,False,SYNTHETIC_DEMO_DATA
146,INC-00000146,2025-11-05T06:34:00Z,2025-11-05T07:35:00Z,2025-11-05T08:30:00Z,2025-11-05T10:47:00Z,2025-11-05T13:34:00Z,2025-11-05T22:49:00Z,20251105,630,7,20,38,3,5,8,1,3,2104,1,71.1,61.0,116.0,253.0,420.0,555.0,False,False,False,False,SYNTHETIC_DEMO_DATA
147,INC-00000147,2025-03-15T22:25:00Z,2025-03-15T22:51:00Z,2025-03-15T23:16:00Z,2025-03-16T01:55:00Z,2025-03-16T14:35:00Z,2025-03-16T21:13:00Z,20250315,2225,4,218,42,1,5,17,1,1,14563,1,35.5,26.0,51.0,210.0,970.0,398.0,False,False,False,True,SYNTHETIC_DEMO_DATA
148,INC-00000148,2026-03-16T20:32:55Z,2026-03-16T20:39:55Z,2026-03-16T21:03:55Z,2026-03-16T22:34:55Z,2026-03-16T23:37:55Z,2026-03-17T10:30:55Z,20260316,2030,6,165,2,2,5,11,1,2,15863,1,51.7,7.0,31.0,122.0,185.0,653.0,False,False,False,True,SYNTHETIC_DEMO_DATA
149,INC-00000149,2026-02-20T11:03:34Z,2026-02-20T11:33:34Z,2026-02-20T12:14:34Z,2026-02-20T12:54:34Z,2026-02-20T13:36:34Z,2026-02-20T20:00:34Z,20260220,1100,1,71,35,2,5,4,3,2,870,1,49.4,30.0,71.0,111.0,153.0,384.0,False,False,True,True,SYNTHETIC_DEMO_DATA
150,INC-00000150,2025-08-07T12:56:05Z,2025-08-07T13:11:05Z,2025-08-07T13:26:05Z,2025-08-07T14:19:05Z,2025-08-07T23:50:05Z,2025-08-08T04:13:05Z,20250807,1255,3,113,33,4,5,17,4,4,8588,1,100,15.0,30.0,83.0,654.0,263.0,True,False,False,True,SYNTHETIC_DEMO_DATA
151,INC-00000151,2026-06-10T09:12:33Z,2026-06-10T11:06:33Z,2026-06-10T11:30:33Z,2026-06-10T12:47:33Z,2026-06-10T14:43:33Z,,20260610,910,2,144,33,1,4,7,3,1,16490,1,30.5,114.0,138.0,215.0,331.0,,False,False,True,True,SYNTHETIC_DEMO_DATA
152,INC-00000152,2025-04-07T14:57:53Z,2025-04-07T15:30:53Z,2025-04-07T15:59:53Z,2025-04-07T16:53:53Z,2025-04-07T18:32:53Z,2025-04-07T20:13:53Z,20250407,1455,5,9,37,1,5,18,3,1,5461,1,22.3,33.0,62.0,116.0,215.0,101.0,False,False,True,True,SYNTHETIC_DEMO_DATA
153,INC-00000153,2025-02-11T06:03:39Z,2025-02-11T06:28:39Z,2025-02-11T06:48:39Z,2025-02-11T08:09:39Z,2025-02-11T09:16:39Z,2025-02-11T20:23:39Z,20250211,600,7,132,12,2,5,12,1,2,16869,1,58.6,25.0,45.0,126.0,193.0,667.0,False,False,False,True,SYNTHETIC_DEMO_DATA
154,INC-00000154,2025-02-10T15:42:00Z,2025-02-10T16:16:00Z,2025-02-10T16:43:00Z,2025-02-10T17:29:00Z,2025-02-10T19:02:00Z,2025-02-11T00:37:00Z,20250210,1540,7,3,30,1,5,4,1,1,8409,1,48.8,34.0,61.0,107.0,200.0,335.0,True,False,False,True,SYNTHETIC_DEMO_DATA
155,INC-00000155,2025-05-28T09:23:12Z,2025-05-28T09:58:12Z,2025-05-28T10:16:12Z,2025-05-28T11:13:12Z,2025-05-28T17:53:12Z,2025-05-29T04:49:12Z,20250528,920,6,181,28,1,5,15,1,1,7241,1,48.1,35.0,53.0,110.0,510.0,656.0,False,False,False,True,SYNTHETIC_DEMO_DATA
156,INC-00000156,2025-08-26T12:52:50Z,2025-08-26T13:22:50Z,2025-08-26T13:36:50Z,2025-08-26T14:40:50Z,2025-08-26T22:11:50Z,2025-08-27T06:37:50Z,20250826,1250,7,196,33,3,5,10,1,3,6648,1,63.6,30.0,44.0,108.0,559.0,506.0,False,False,False,True,SYNTHETIC_DEMO_DATA
157,INC-00000157,2025-08-05T20:19:39Z,2025-08-05T20:50:39Z,2025-08-05T20:57:39Z,2025-08-05T21:08:39Z,2025-08-05T22:09:39Z,2025-08-06T04:10:39Z,20250805,2015,3,41,17,3,5,3,1,3,15184,1,78.1,31.0,38.0,49.0,110.0,361.0,False,False,False,True,SYNTHETIC_DEMO_DATA
158,INC-00000158,2025-10-23T16:14:22Z,2025-10-23T16:23:22Z,2025-10-23T16:49:22Z,2025-10-23T17:59:22Z,2025-10-23T19:51:22Z,,20251023,1610,1,164,30,5,4,16,1,5,2189,1,100,9.0,35.0,105.0,217.0,,True,False,False,False,SYNTHETIC_DEMO_DATA
