LifecycleKey,IncidentKey,Stage,StageOrder,StageAtUTC,StageDateKey,AnalystKey,MinutesFromPreviousStage,SafeAction
290,51,Resolved,5,2026-02-18T17:51:24Z,20260218,5,911.0,Transição sintética para Resolved.
291,52,Created,1,2026-07-17T14:20:21Z,20260717,16,,Transição sintética para Created.
292,52,Acknowledged,2,2026-07-17T14:29:21Z,20260717,16,9.0,Transição sintética para Acknowledged.
293,52,Triaged,3,2026-07-17T14:43:21Z,20260717,16,14.0,Transição sintética para Triaged.
294,53,Created,1,2025-08-26T14:15:06Z,20250826,13,,Transição sintética para Created.
295,53,Acknowledged,2,2025-08-26T14:24:06Z,20250826,13,9.0,Transição sintética para Acknowledged.
296,53,Triaged,3,2025-08-26T14:51:06Z,20250826,13,27.0,Transição sintética para Triaged.
297,53,Contained,4,2025-08-26T16:34:06Z,20250826,13,103.0,Transição sintética para Contained.
298,53,Resolved,5,2025-08-26T17:27:06Z,20250826,13,53.0,Transição sintética para Resolved.
299,54,Created,1,2026-06-14T16:18:57Z,20260614,4,,Transição sintética para Created.
300,54,Acknowledged,2,2026-06-14T16:21:57Z,20260614,4,3.0,Transição sintética para Acknowledged.
301,54,Triaged,3,2026-06-14T16:52:57Z,20260614,4,31.0,Transição sintética para Triaged.
302,54,Contained,4,2026-06-14T17:17:57Z,20260614,4,25.0,Transição sintética para Contained.
303,54,Resolved,5,2026-06-15T01:03:57Z,20260615,4,466.0,Transição sintética para Resolved.
304,54,Closed,6,2026-06-15T12:20:57Z,20260615,4,677.0,Transição sintética para Closed.
305,55,Created,1,2026-07-20T14:47:02Z,20260720,13,,Transição sintética para Created.
306,55,Acknowledged,2,2026-07-20T15:16:02Z,20260720,13,29.0,Transição sintética para Acknowledged.
307,55,Triaged,3,2026-07-20T15:37:02Z,20260720,13,21.0,Transição sintética para Triaged.
308,55,Contained,4,2026-07-20T17:16:02Z,20260720,13,99.0,Transição sintética para Contained.
309,55,Resolved,5,2026-07-20T20:46:02Z,20260720,13,210.0,Transição sintética para Resolved.
310,55,Closed,6,2026-07-21T05:46:02Z,20260721,13,540.0,Transição sintética para Closed.
311,56,Created,1,2025-10-28T14:47:52Z,20251028,8,,Transição sintética para Created.
312,56,Acknowledged,2,2025-10-28T15:47:52Z,20251028,8,60.0,Transição sintética para Acknowledged.
313,56,Triaged,3,2025-10-28T16:09:52Z,20251028,8,22.0,Transição sintética para Triaged.
314,57,Created,1,2025-09-17T04:53:52Z,20250917,17,,Transição sintética para Created.
315,57,Acknowledged,2,2025-09-17T05:25:52Z,20250917,17,32.0,Transição sintética para Acknowledged.
316,57,Triaged,3,2025-09-17T06:55:52Z,20250917,17,90.0,Transição sintética para Triaged.
317,57,Contained,4,2025-09-17T08:34:52Z,20250917,17,99.0,Transição sintética para Contained.
318,57,Resolved,5,2025-09-17T16:28:52Z,20250917,17,474.0,Transição sintética para Resolved.
319,57,Closed,6,2025-09-18T00:47:52Z,20250918,17,499.0,Transição sintética para Closed.
320,58,Created,1,2026-03-05T22:04:41Z,20260305,11,,Transição sintética para Created.
321,58,Acknowledged,2,2026-03-05T22:10:41Z,20260305,11,6.0,Transição sintética para Acknowledged.
322,58,Triaged,3,2026-03-05T23:04:41Z,20260305,11,54.0,Transição sintética para Triaged.
323,58,Contained,4,2026-03-05T23:39:41Z,20260305,11,35.0,Transição sintética para Contained.
324,58,Resolved,5,2026-03-06T01:49:41Z,20260306,11,130.0,Transição sintética para Resolved.
325,58,Closed,6,2026-03-06T11:30:41Z,20260306,11,581.0,Transição sintética para Closed.
326,59,Created,1,2025-03-01T01:00:21Z,20250301,4,,Transição sintética para Created.
327,59,Acknowledged,2,2025-03-01T01:28:21Z,20250301,4,28.0,Transição sintética para Acknowledged.
328,59,Triaged,3,2025-03-01T01:58:21Z,20250301,4,30.0,Transição sintética para Triaged.
329,59,Contained,4,2025-03-01T03:23:21Z,20250301,4,85.0,Transição sintética para Contained.
330,59,Resolved,5,2025-03-01T10:17:21Z,20250301,4,414.0,Transição sintética para Resolved.
331,59,Closed,6,2025-03-01T21:56:21Z,20250301,4,699.0,Transição sintética para Closed.
332,60,Created,1,2026-06-15T20:31:06Z,20260615,15,,Transição sintética para Created.
333,60,Acknowledged,2,2026-06-15T20:56:06Z,20260615,15,25.0,Transição sintética para Acknowledged.
334,60,Triaged,3,2026-06-15T21:04:06Z,20260615,15,8.0,Transição sintética para Triaged.
335,60,Contained,4,2026-06-16T04:04:06Z,20260616,15,420.0,Transição sintética para Contained.
336,60,Resolved,5,2026-06-16T08:03:06Z,20260616,15,239.0,Transição sintética para Resolved.
337,60,Closed,6,2026-06-16T11:09:06Z,20260616,15,186.0,Transição sintética para Closed.
338,61,Created,1,2025-02-05T06:44:13Z,20250205,7,,Transição sintética para Created.
339,61,Acknowledged,2,2025-02-05T07:01:13Z,20250205,7,17.0,Transição sintética para Acknowledged.
340,61,Triaged,3,2025-02-05T07:16:13Z,20250205,7,15.0,Transição sintética para Triaged.
341,61,Contained,4,2025-02-05T08:09:13Z,20250205,7,53.0,Transição sintética para Contained.
342,61,Resolved,5,2025-02-05T10:45:13Z,20250205,7,156.0,Transição sintética para Resolved.
343,61,Closed,6,2025-02-05T11:00:13Z,20250205,7,15.0,Transição sintética para Closed.
344,62,Created,1,2025-03-12T11:28:59Z,20250312,2,,Transição sintética para Created.
345,62,Acknowledged,2,2025-03-12T11:30:59Z,20250312,2,2.0,Transição sintética para Acknowledged.
346,62,Triaged,3,2025-03-12T12:00:59Z,20250312,2,30.0,Transição sintética para Triaged.
347,62,Contained,4,2025-03-12T13:23:59Z,20250312,2,83.0,Transição sintética para Contained.
348,62,Resolved,5,2025-03-12T14:30:59Z,20250312,2,67.0,Transição sintética para Resolved.
349,62,Closed,6,2025-03-12T23:33:59Z,20250312,2,543.0,Transição sintética para Closed.
350,63,Created,1,2025-07-05T18:52:30Z,20250705,12,,Transição sintética para Created.
351,63,Acknowledged,2,2025-07-05T19:07:30Z,20250705,12,15.0,Transição sintética para Acknowledged.
352,63,Triaged,3,2025-07-05T19:16:30Z,20250705,12,9.0,Transição sintética para Triaged.
353,63,Contained,4,2025-07-05T19:46:30Z,20250705,12,30.0,Transição sintética para Contained.
354,63,Resolved,5,2025-07-06T08:42:30Z,20250706,12,776.0,Transição sintética para Resolved.
355,63,Closed,6,2025-07-06T14:53:30Z,20250706,12,371.0,Transição sintética para Closed.
356,64,Created,1,2026-03-30T14:10:27Z,20260330,4,,Transição sintética para Created.
357,64,Acknowledged,2,2026-03-30T14:31:27Z,20260330,4,21.0,Transição sintética para Acknowledged.
358,64,Triaged,3,2026-03-30T14:44:27Z,20260330,4,13.0,Transição sintética para Triaged.
359,64,Contained,4,2026-03-30T17:26:27Z,20260330,4,162.0,Transição sintética para Contained.
360,64,Resolved,5,2026-03-30T21:39:27Z,20260330,4,253.0,Transição sintética para Resolved.
361,65,Created,1,2026-06-05T11:36:23Z,20260605,15,,Transição sintética para Created.
362,65,Acknowledged,2,2026-06-05T11:41:23Z,20260605,15,5.0,Transição sintética para Acknowledged.
363,65,Triaged,3,2026-06-05T11:50:23Z,20260605,15,9.0,Transição sintética para Triaged.
364,65,Contained,4,2026-06-05T13:27:23Z,20260605,15,97.0,Transição sintética para Contained.
365,65,Resolved,5,2026-06-05T21:03:23Z,20260605,15,456.0,Transição sintética para Resolved.
366,66,Created,1,2026-05-11T17:24:07Z,20260511,9,,Transição sintética para Created.
367,66,Acknowledged,2,2026-05-11T17:57:07Z,20260511,9,33.0,Transição sintética para Acknowledged.
368,66,Triaged,3,2026-05-11T18:24:07Z,20260511,9,27.0,Transição sintética para Triaged.
369,66,Contained,4,2026-05-11T19:38:07Z,20260511,9,74.0,Transição sintética para Contained.
370,66,Resolved,5,2026-05-12T00:26:07Z,20260512,9,288.0,Transição sintética para Resolved.
371,67,Created,1,2025-06-10T10:47:15Z,20250610,5,,Transição sintética para Created.
372,67,Acknowledged,2,2025-06-10T11:20:15Z,20250610,5,33.0,Transição sintética para Acknowledged.
373,67,Triaged,3,2025-06-10T12:01:15Z,20250610,5,41.0,Transição sintética para Triaged.
374,67,Contained,4,2025-06-10T12:30:15Z,20250610,5,29.0,Transição sintética para Contained.
375,67,Resolved,5,2025-06-10T15:05:15Z,20250610,5,155.0,Transição sintética para Resolved.
376,67,Closed,6,2025-06-10T19:35:15Z,20250610,5,270.0,Transição sintética para Closed.
377,68,Created,1,2026-07-24T09:07:39Z,20260724,12,,Transição sintética para Created.
378,68,Acknowledged,2,2026-07-24T09:45:39Z,20260724,12,38.0,Transição sintética para Acknowledged.
379,68,Triaged,3,2026-07-24T09:49:39Z,20260724,12,4.0,Transição sintética para Triaged.
380,68,Contained,4,2026-07-24T11:08:39Z,20260724,12,79.0,Transição sintética para Contained.
381,69,Created,1,2025-09-01T15:38:08Z,20250901,6,,Transição sintética para Created.
382,69,Acknowledged,2,2025-09-01T16:06:08Z,20250901,6,28.0,Transição sintética para Acknowledged.
383,69,Triaged,3,2025-09-01T16:49:08Z,20250901,6,43.0,Transição sintética para Triaged.
384,69,Contained,4,2025-09-01T18:15:08Z,20250901,6,86.0,Transição sintética para Contained.
385,69,Resolved,5,2025-09-01T19:39:08Z,20250901,6,84.0,Transição sintética para Resolved.
386,69,Closed,6,2025-09-01T20:43:08Z,20250901,6,64.0,Transição sintética para Closed.
387,70,Created,1,2025-08-21T17:44:54Z,20250821,17,,Transição sintética para Created.
388,70,Acknowledged,2,2025-08-21T17:55:54Z,20250821,17,11.0,Transição sintética para Acknowledged.
389,70,Triaged,3,2025-08-21T18:05:54Z,20250821,17,10.0,Transição sintética para Triaged.
390,70,Contained,4,2025-08-21T20:29:54Z,20250821,17,144.0,Transição sintética para Contained.
391,70,Resolved,5,2025-08-22T09:34:54Z,20250822,17,785.0,Transição sintética para Resolved.
392,70,Closed,6,2025-08-22T12:13:54Z,20250822,17,159.0,Transição sintética para Closed.
393,71,Created,1,2026-01-24T18:38:00Z,20260124,10,,Transição sintética para Created.
394,71,Acknowledged,2,2026-01-24T19:08:00Z,20260124,10,30.0,Transição sintética para Acknowledged.
395,71,Triaged,3,2026-01-24T19:21:00Z,20260124,10,13.0,Transição sintética para Triaged.
396,71,Contained,4,2026-01-24T19:55:00Z,20260124,10,34.0,Transição sintética para Contained.
397,71,Resolved,5,2026-01-24T22:44:00Z,20260124,10,169.0,Transição sintética para Resolved.
398,71,Closed,6,2026-01-25T06:57:00Z,20260125,10,493.0,Transição sintética para Closed.
399,72,Created,1,2025-12-04T07:08:49Z,20251204,2,,Transição sintética para Created.
400,72,Acknowledged,2,2025-12-04T07:23:49Z,20251204,2,15.0,Transição sintética para Acknowledged.
401,72,Triaged,3,2025-12-04T07:47:49Z,20251204,2,24.0,Transição sintética para Triaged.
402,72,Contained,4,2025-12-04T11:49:49Z,20251204,2,242.0,Transição sintética para Contained.
403,72,Resolved,5,2025-12-04T14:03:49Z,20251204,2,134.0,Transição sintética para Resolved.
404,73,Created,1,2025-02-21T18:45:12Z,20250221,13,,Transição sintética para Created.
405,73,Acknowledged,2,2025-02-21T19:05:12Z,20250221,13,20.0,Transição sintética para Acknowledged.
406,73,Triaged,3,2025-02-21T19:39:12Z,20250221,13,34.0,Transição sintética para Triaged.
407,73,Contained,4,2025-02-21T21:34:12Z,20250221,13,115.0,Transição sintética para Contained.
408,73,Resolved,5,2025-02-21T23:58:12Z,20250221,13,144.0,Transição sintética para Resolved.
409,73,Closed,6,2025-02-22T01:24:12Z,20250222,13,86.0,Transição sintética para Closed.
410,74,Created,1,2026-06-18T18:42:25Z,20260618,6,,Transição sintética para Created.
411,74,Acknowledged,2,2026-06-18T19:33:25Z,20260618,6,51.0,Transição sintética para Acknowledged.
412,74,Triaged,3,2026-06-18T19:41:25Z,20260618,6,8.0,Transição sintética para Triaged.
413,74,Contained,4,2026-06-18T20:14:25Z,20260618,6,33.0,Transição sintética para Contained.
414,74,Resolved,5,2026-06-18T20:43:25Z,20260618,6,29.0,Transição sintética para Resolved.
415,75,Created,1,2026-03-16T09:06:46Z,20260316,18,,Transição sintética para Created.
416,75,Acknowledged,2,2026-03-16T09:15:46Z,20260316,18,9.0,Transição sintética para Acknowledged.
417,75,Triaged,3,2026-03-16T09:25:46Z,20260316,18,10.0,Transição sintética para Triaged.
418,75,Contained,4,2026-03-16T10:03:46Z,20260316,18,38.0,Transição sintética para Contained.
419,75,Resolved,5,2026-03-16T11:50:46Z,20260316,18,107.0,Transição sintética para Resolved.
420,75,Closed,6,2026-03-16T22:49:46Z,20260316,18,659.0,Transição sintética para Closed.
421,76,Created,1,2025-07-25T11:04:24Z,20250725,14,,Transição sintética para Created.
422,76,Acknowledged,2,2025-07-25T11:29:24Z,20250725,14,25.0,Transição sintética para Acknowledged.
423,76,Triaged,3,2025-07-25T11:46:24Z,20250725,14,17.0,Transição sintética para Triaged.
424,76,Contained,4,2025-07-25T11:54:24Z,20250725,14,8.0,Transição sintética para Contained.
425,76,Resolved,5,2025-07-25T13:20:24Z,20250725,14,86.0,Transição sintética para Resolved.
426,76,Closed,6,2025-07-25T17:43:24Z,20250725,14,263.0,Transição sintética para Closed.
427,77,Created,1,2026-02-18T15:16:04Z,20260218,3,,Transição sintética para Created.
428,77,Acknowledged,2,2026-02-18T15:53:04Z,20260218,3,37.0,Transição sintética para Acknowledged.
429,77,Triaged,3,2026-02-18T16:07:04Z,20260218,3,14.0,Transição sintética para Triaged.
430,77,Contained,4,2026-02-18T18:37:04Z,20260218,3,150.0,Transição sintética para Contained.
431,77,Resolved,5,2026-02-18T19:47:04Z,20260218,3,70.0,Transição sintética para Resolved.
432,77,Closed,6,2026-02-19T05:33:04Z,20260219,3,586.0,Transição sintética para Closed.
433,78,Created,1,2025-12-15T03:04:18Z,20251215,16,,Transição sintética para Created.
434,78,Acknowledged,2,2025-12-15T03:10:18Z,20251215,16,6.0,Transição sintética para Acknowledged.
435,78,Triaged,3,2025-12-15T04:18:18Z,20251215,16,68.0,Transição sintética para Triaged.
436,78,Contained,4,2025-12-15T05:24:18Z,20251215,16,66.0,Transição sintética para Contained.
437,78,Resolved,5,2025-12-15T06:41:18Z,20251215,16,77.0,Transição sintética para Resolved.
438,78,Closed,6,2025-12-15T06:57:18Z,20251215,16,16.0,Transição sintética para Closed.
439,79,Created,1,2025-05-08T15:53:23Z,20250508,10,,Transição sintética para Created.
440,79,Acknowledged,2,2025-05-08T16:38:23Z,20250508,10,45.0,Transição sintética para Acknowledged.
441,79,Triaged,3,2025-05-08T17:07:23Z,20250508,10,29.0,Transição sintética para Triaged.
442,79,Contained,4,2025-05-08T18:06:23Z,20250508,10,59.0,Transição sintética para Contained.
443,79,Resolved,5,2025-05-08T23:42:23Z,20250508,10,336.0,Transição sintética para Resolved.
444,79,Closed,6,2025-05-09T10:18:23Z,20250509,10,636.0,Transição sintética para Closed.
445,80,Created,1,2026-06-01T14:41:01Z,20260601,1,,Transição sintética para Created.
446,80,Acknowledged,2,2026-06-01T15:18:01Z,20260601,1,37.0,Transição sintética para Acknowledged.
447,80,Triaged,3,2026-06-01T15:35:01Z,20260601,1,17.0,Transição sintética para Triaged.
448,80,Contained,4,2026-06-01T16:03:01Z,20260601,1,28.0,Transição sintética para Contained.
449,80,Resolved,5,2026-06-01T22:04:01Z,20260601,1,361.0,Transição sintética para Resolved.
450,80,Closed,6,2026-06-02T05:29:01Z,20260602,1,445.0,Transição sintética para Closed.
451,81,Created,1,2025-12-01T10:36:29Z,20251201,11,,Transição sintética para Created.
452,81,Acknowledged,2,2025-12-01T10:54:29Z,20251201,11,18.0,Transição sintética para Acknowledged.
453,81,Triaged,3,2025-12-01T10:57:29Z,20251201,11,3.0,Transição sintética para Triaged.
454,81,Contained,4,2025-12-01T11:21:29Z,20251201,11,24.0,Transição sintética para Contained.
455,81,Resolved,5,2025-12-01T17:29:29Z,20251201,11,368.0,Transição sintética para Resolved.
456,81,Closed,6,2025-12-01T22:33:29Z,20251201,11,304.0,Transição sintética para Closed.
457,82,Created,1,2025-11-27T17:21:18Z,20251127,6,,Transição sintética para Created.
458,82,Acknowledged,2,2025-11-27T17:28:18Z,20251127,6,7.0,Transição sintética para Acknowledged.
459,82,Triaged,3,2025-11-27T17:42:18Z,20251127,6,14.0,Transição sintética para Triaged.
460,82,Contained,4,2025-11-27T18:28:18Z,20251127,6,46.0,Transição sintética para Contained.
461,82,Resolved,5,2025-11-27T20:46:18Z,20251127,6,138.0,Transição sintética para Resolved.
462,82,Closed,6,2025-11-28T02:54:18Z,20251128,6,368.0,Transição sintética para Closed.
463,83,Created,1,2026-05-12T10:24:42Z,20260512,15,,Transição sintética para Created.
464,83,Acknowledged,2,2026-05-12T10:28:42Z,20260512,15,4.0,Transição sintética para Acknowledged.
465,83,Triaged,3,2026-05-12T10:46:42Z,20260512,15,18.0,Transição sintética para Triaged.
466,83,Contained,4,2026-05-12T13:47:42Z,20260512,15,181.0,Transição sintética para Contained.
467,83,Resolved,5,2026-05-12T16:51:42Z,20260512,15,184.0,Transição sintética para Resolved.
468,83,Closed,6,2026-05-12T19:32:42Z,20260512,15,161.0,Transição sintética para Closed.
469,84,Created,1,2025-09-04T22:47:27Z,20250904,8,,Transição sintética para Created.
470,84,Acknowledged,2,2025-09-04T23:11:27Z,20250904,8,24.0,Transição sintética para Acknowledged.
471,84,Triaged,3,2025-09-04T23:37:27Z,20250904,8,26.0,Transição sintética para Triaged.
472,84,Contained,4,2025-09-05T01:11:27Z,20250905,8,94.0,Transição sintética para Contained.
473,84,Resolved,5,2025-09-05T03:56:27Z,20250905,8,165.0,Transição sintética para Resolved.
474,84,Closed,6,2025-09-05T04:27:27Z,20250905,8,31.0,Transição sintética para Closed.
475,85,Created,1,2026-07-26T21:37:53Z,20260726,2,,Transição sintética para Created.
476,85,Acknowledged,2,2026-07-26T21:55:53Z,20260726,2,18.0,Transição sintética para Acknowledged.
477,85,Triaged,3,2026-07-26T22:04:53Z,20260726,2,9.0,Transição sintética para Triaged.
478,86,Created,1,2025-08-03T11:22:37Z,20250803,13,,Transição sintética para Created.
479,86,Acknowledged,2,2025-08-03T11:29:37Z,20250803,13,7.0,Transição sintética para Acknowledged.
480,86,Triaged,3,2025-08-03T12:03:37Z,20250803,13,34.0,Transição sintética para Triaged.
481,86,Contained,4,2025-08-03T16:51:37Z,20250803,13,288.0,Transição sintética para Contained.
482,86,Resolved,5,2025-08-04T02:44:37Z,20250804,13,593.0,Transição sintética para Resolved.
